n = 37;
LMAX = 16;
BMAX = 4;
SMAX = 4;
CMAX = 16;
NBUS = 4;
numberOfControllers = 4;
lambda = 13;
busPerMC = 4;
Arcs = 
{
< 1 2 >
< 2 1 >
< 2 1 >
< 1 2 >
< 2 3 >
< 3 2 >
< 3 2 >
< 2 3 >
< 3 4 >
< 4 3 >
< 4 3 >
< 3 4 >
< 3 7 >
< 7 3 >
< 7 3 >
< 3 7 >
< 4 5 >
< 5 4 >
< 5 4 >
< 4 5 >
< 5 9 >
< 9 5 >
< 9 5 >
< 5 9 >
< 6 12 >
< 12 6 >
< 12 6 >
< 6 12 >
< 7 8 >
< 8 7 >
< 8 7 >
< 7 8 >
< 8 9 >
< 9 8 >
< 9 8 >
< 8 9 >
< 8 16 >
< 16 8 >
< 16 8 >
< 8 16 >
< 9 10 >
< 10 9 >
< 10 9 >
< 9 10 >
< 10 18 >
< 18 10 >
< 18 10 >
< 10 18 >
< 11 12 >
< 12 11 >
< 12 11 >
< 11 12 >
< 11 22 >
< 22 11 >
< 22 11 >
< 11 22 >
< 12 13 >
< 13 12 >
< 13 12 >
< 12 13 >
< 13 14 >
< 14 13 >
< 14 13 >
< 13 14 >
< 14 15 >
< 15 14 >
< 15 14 >
< 14 15 >
< 15 16 >
< 16 15 >
< 16 15 >
< 15 16 >
< 16 17 >
< 17 16 >
< 17 16 >
< 16 17 >
< 17 18 >
< 18 17 >
< 18 17 >
< 17 18 >
< 17 23 >
< 23 17 >
< 23 17 >
< 17 23 >
< 18 19 >
< 19 18 >
< 19 18 >
< 18 19 >
< 19 20 >
< 20 19 >
< 20 19 >
< 19 20 >
< 21 22 >
< 22 21 >
< 22 21 >
< 21 22 >
< 21 25 >
< 25 21 >
< 25 21 >
< 21 25 >
< 24 25 >
< 25 24 >
< 25 24 >
< 24 25 >
< 26 27 >
< 27 26 >
< 27 26 >
< 26 27 >
< 26 30 >
< 30 26 >
< 30 26 >
< 26 30 >
< 28 29 >
< 29 28 >
< 29 28 >
< 28 29 >
< 28 32 >
< 32 28 >
< 32 28 >
< 28 32 >
< 31 32 >
< 32 31 >
< 32 31 >
< 31 32 >
< 31 35 >
< 35 31 >
< 35 31 >
< 31 35 >
< 32 33 >
< 33 32 >
< 33 32 >
< 32 33 >
< 33 34 >
< 34 33 >
< 34 33 >
< 33 34 >
< 33 37 >
< 37 33 >
< 37 33 >
< 33 37 >
< 35 36 >
< 36 35 >
< 36 35 >
< 35 36 >
< 36 37 >
< 37 36 >
< 37 36 >
< 36 37 >
};
Dst = 
{
< 1 2 0.011547 >
< 2 1 0.011547 >
< 1 3 0.02 >
< 3 1 0.02 >
< 1 4 0.023094 >
< 4 1 0.023094 >
< 1 5 0.034641 >
< 5 1 0.034641 >
< 1 6 0.04 >
< 6 1 0.04 >
< 1 7 0.0305505 >
< 7 1 0.0305505 >
< 1 8 0.04 >
< 8 1 0.04 >
< 1 9 0.0416333 >
< 9 1 0.0416333 >
< 1 10 0.052915 >
< 10 1 0.052915 >
< 1 11 0.06 >
< 11 1 0.06 >
< 1 12 0.0503322 >
< 12 1 0.0503322 >
< 1 13 0.052915 >
< 13 1 0.052915 >
< 1 14 0.046188 >
< 14 1 0.046188 >
< 1 15 0.052915 >
< 15 1 0.052915 >
< 1 16 0.0503322 >
< 16 1 0.0503322 >
< 1 17 0.06 >
< 17 1 0.06 >
< 1 18 0.061101 >
< 18 1 0.061101 >
< 1 19 0.072111 >
< 19 1 0.072111 >
< 1 20 0.0757188 >
< 20 1 0.0757188 >
< 1 21 0.08 >
< 21 1 0.08 >
< 1 22 0.0702377 >
< 22 1 0.0702377 >
< 1 23 0.0702377 >
< 23 1 0.0702377 >
< 1 24 0.1 >
< 24 1 0.1 >
< 1 25 0.090185 >
< 25 1 0.090185 >
< 1 26 0.087178 >
< 26 1 0.087178 >
< 1 27 0.080829 >
< 27 1 0.080829 >
< 1 28 0.0916515 >
< 28 1 0.0916515 >
< 1 29 0.090185 >
< 29 1 0.090185 >
< 1 30 0.0986577 >
< 30 1 0.0986577 >
< 1 31 0.10583 >
< 31 1 0.10583 >
< 1 32 0.102632 >
< 32 1 0.102632 >
< 1 33 0.111355 >
< 33 1 0.111355 >
< 1 34 0.110151 >
< 34 1 0.110151 >
< 1 35 0.117189 >
< 35 1 0.117189 >
< 1 36 0.1249 >
< 36 1 0.1249 >
< 1 37 0.122202 >
< 37 1 0.122202 >
< 2 3 0.011547 >
< 3 2 0.011547 >
< 2 4 0.02 >
< 4 2 0.02 >
< 2 5 0.0305505 >
< 5 2 0.0305505 >
< 2 6 0.0305505 >
< 6 2 0.0305505 >
< 2 7 0.02 >
< 7 2 0.02 >
< 2 8 0.0305505 >
< 8 2 0.0305505 >
< 2 9 0.034641 >
< 9 2 0.034641 >
< 2 10 0.046188 >
< 10 2 0.046188 >
< 2 11 0.0503322 >
< 11 2 0.0503322 >
< 2 12 0.04 >
< 12 2 0.04 >
< 2 13 0.0416333 >
< 13 2 0.0416333 >
< 2 14 0.034641 >
< 14 2 0.034641 >
< 2 15 0.0416333 >
< 15 2 0.0416333 >
< 2 16 0.04 >
< 16 2 0.04 >
< 2 17 0.0503322 >
< 17 2 0.0503322 >
< 2 18 0.052915 >
< 18 2 0.052915 >
< 2 19 0.064291 >
< 19 2 0.064291 >
< 2 20 0.069282 >
< 20 2 0.069282 >
< 2 21 0.0702377 >
< 21 2 0.0702377 >
< 2 22 0.06 >
< 22 2 0.06 >
< 2 23 0.06 >
< 23 2 0.06 >
< 2 24 0.090185 >
< 24 2 0.090185 >
< 2 25 0.08 >
< 25 2 0.08 >
< 2 26 0.0757188 >
< 26 2 0.0757188 >
< 2 27 0.069282 >
< 27 2 0.069282 >
< 2 28 0.080829 >
< 28 2 0.080829 >
< 2 29 0.08 >
< 29 2 0.08 >
< 2 30 0.087178 >
< 30 2 0.087178 >
< 2 31 0.0945163 >
< 31 2 0.0945163 >
< 2 32 0.0916515 >
< 32 2 0.0916515 >
< 2 33 0.100664 >
< 33 2 0.100664 >
< 2 34 0.1 >
< 34 2 0.1 >
< 2 35 0.10583 >
< 35 2 0.10583 >
< 2 36 0.113725 >
< 36 2 0.113725 >
< 2 37 0.111355 >
< 37 2 0.111355 >
< 3 4 0.011547 >
< 4 3 0.011547 >
< 3 5 0.02 >
< 5 3 0.02 >
< 3 6 0.034641 >
< 6 3 0.034641 >
< 3 7 0.011547 >
< 7 3 0.011547 >
< 3 8 0.02 >
< 8 3 0.02 >
< 3 9 0.023094 >
< 9 3 0.023094 >
< 3 10 0.034641 >
< 10 3 0.034641 >
< 3 11 0.052915 >
< 11 3 0.052915 >
< 3 12 0.0416333 >
< 12 3 0.0416333 >
< 3 13 0.04 >
< 13 3 0.04 >
< 3 14 0.0305505 >
< 14 3 0.0305505 >
< 3 15 0.034641 >
< 15 3 0.034641 >
< 3 16 0.0305505 >
< 16 3 0.0305505 >
< 3 17 0.04 >
< 17 3 0.04 >
< 3 18 0.0416333 >
< 18 3 0.0416333 >
< 3 19 0.052915 >
< 19 3 0.052915 >
< 3 20 0.057735 >
< 20 3 0.057735 >
< 3 21 0.072111 >
< 21 3 0.072111 >
< 3 22 0.061101 >
< 22 3 0.061101 >
< 3 23 0.0503322 >
< 23 3 0.0503322 >
< 3 24 0.0916515 >
< 24 3 0.0916515 >
< 3 25 0.080829 >
< 25 3 0.080829 >
< 3 26 0.072111 >
< 26 3 0.072111 >
< 3 27 0.064291 >
< 27 3 0.064291 >
< 3 28 0.072111 >
< 28 3 0.072111 >
< 3 29 0.0702377 >
< 29 3 0.0702377 >
< 3 30 0.0832666 >
< 30 3 0.0832666 >
< 3 31 0.087178 >
< 31 3 0.087178 >
< 3 32 0.0832666 >
< 32 3 0.0832666 >
< 3 33 0.0916515 >
< 33 3 0.0916515 >
< 3 34 0.090185 >
< 34 3 0.090185 >
< 3 35 0.0986577 >
< 35 3 0.0986577 >
< 3 36 0.10583 >
< 36 3 0.10583 >
< 3 37 0.102632 >
< 37 3 0.102632 >
< 4 5 0.011547 >
< 5 4 0.011547 >
< 4 6 0.046188 >
< 6 4 0.046188 >
< 4 7 0.02 >
< 7 4 0.02 >
< 4 8 0.023094 >
< 8 4 0.023094 >
< 4 9 0.02 >
< 9 4 0.02 >
< 4 10 0.0305505 >
< 10 4 0.0305505 >
< 4 11 0.064291 >
< 11 4 0.064291 >
< 4 12 0.052915 >
< 12 4 0.052915 >
< 4 13 0.0503322 >
< 13 4 0.0503322 >
< 4 14 0.04 >
< 14 4 0.04 >
< 4 15 0.0416333 >
< 15 4 0.0416333 >
< 4 16 0.034641 >
< 16 4 0.034641 >
< 4 17 0.0416333 >
< 17 4 0.0416333 >
< 4 18 0.04 >
< 18 4 0.04 >
< 4 19 0.0503322 >
